no,first_name,last_name,yr,pos,app,gs,w,l,sv,cg,ip,h,r,er,bb,k,k_7,hr,era,team_name,division
2,Taylor,Shepard,Sophomore,P,31,28,13,13,0,17,155.1,214,154,87,67,103,4.64,17,3.92,Minnesota North College - Itasca,3
28,Mia,Brandt,Freshman,P/1B,15,3,1,2,0,1,30.2,49,31,17,15,19,4.34,4,3.88,Minnesota North College - Itasca,3
15,Mariah,Graves,Freshman,P/IF,9,3,0,2,0,2,25,44,37,25,17,12,3.36,3,7,Minnesota North College - Itasca,3
11,Lexie,Tatro,Freshman,UTL,8,6,1,5,0,0,17,32,35,17,13,16,6.59,2,7,Minnesota North College - Itasca,3
12,Jasmine,Heikkila,Freshman,P/1B,10,9,2,7,0,9,53.1,88,76,49,20,26,3.41,9,6.43,Minnesota North College - Mesabi Range,3
19,Lillian,Archambeau,Freshman,P/1B,8,7,3,4,0,3,32,79,81,53,23,14,3.06,4,11.59,Minnesota North College - Mesabi Range,3
11,Amelia,Fritz,Sophomore,SS/P,6,3,0,3,3,2,19,34,42,33,31,22,8.11,2,12.16,Minnesota North College - Mesabi Range,3
12,Zoe,Adkins,Freshman,P/U,13,11,1,2,0,10,68.2,118,134,71,62,37,3.77,0,7.24,Minnesota North College - Rainy River,3
2,Dionne,Lopez,Freshman,P/CF,8,7,0,1,0,5,37.2,40,52,15,13,18,3.35,0,2.79,Minnesota North College - Rainy River,3
14,Aubrea,Smieja,Sophomore,NA,16,6,3,10,0,3,71.2,119,150,86,69,30,2.93,6,8.4,Minnesota North College - Vermilion,3
12,Riley,Roden,Sophomore,NA,10,1,1,4,0,0,29.2,53,79,43,38,19,4.48,0,10.15,Minnesota North College - Vermilion,3
28,Josie,Anderson,Freshman,NA,1,0,0,0,0,0,2,2,8,3,4,1,3.5,0,10.5,Minnesota North College - Vermilion,3
15,Julia,Schmoker,NA,NA,12,8,2,1,1,8,53.1,111,96,65,19,55,7.22,6,8.53,Minnesota West,3
16,Taylor,Ponto,NA,NA,7,7,3,3,0,3,27.2,66,58,34,19,9,2.28,7,8.6,Minnesota West,3
25,Katelyn,Strauss,.,P,40,24,25,6,0,19,198.2,112,80,65,126,306,10.78,17,2.29,North Dakota SCS,3
98,Ashley,Bisping,.,P,30,25,10,7,0,3,85.2,135,93,57,18,72,5.88,13,4.66,North Dakota SCS,3
6,Tarin,Thomas,.,,12,1,1,1,1,0,27.2,30,15,10,12,17,4.3,3,2.53,North Dakota SCS,3
17,Lily,Reed,.,,1,0,0,0,0,0,1,2,1,1,1,0,0,0,7,North Dakota SCS,3
5,Kennedy,Wallace,Freshman,P/IF,10,7,4,4,0,7,46.2,86,89,67,23,22,3.3,14,10.05,Northland,3
20,Justine,Pratcshler,Sophomore,C/IF,5,5,0,4,0,1,16.1,25,43,36,30,7,3,2,15.43,Northland,3
21,Lynelle,Charnoski,Freshman,OF,1,0,0,0,0,0,2,3,2,1,2,0,0,0,3.5,Northland,3
4,Jasmine,Knick,Freshman,NA,8,5,1,4,0,5,37.1,68,57,29,22,17,3.19,0,5.44,Ridgewater,3
5,Abby,Clancy,Freshman,NA,3,3,0,1,0,0,7.2,14,14,11,5,8,7.3,0,10.04,Ridgewater,3
3,Angie,Weller,Sophomore,NA,2,1,0,2,0,1,7,17,25,14,10,1,1,0,14,Ridgewater,3
13,Megan,Johnson,Sophomore,NA,15,13,6,2,1,12,70.2,111,87,70,34,48,4.75,9,6.93,Riverland,3
19,Olivia,Bero,Freshman,NA,10,9,2,2,0,6,49.2,99,95,69,30,31,4.37,10,9.72,Riverland,3
16,Gloria,Cortez,Freshman,NA,7,4,3,2,0,3,31,53,24,21,6,15,3.39,3,4.74,Riverland,3
13,Bella,Mehrkens,Sophomore,P,17,16,6,7,0,10,82,130,109,82,42,79,6.74,11,7,Rochester,3
3,Taylor,Draeger,Freshman,P,18,14,6,5,1,11,75.2,112,101,85,41,64,5.92,10,7.86,Rochester,3
2,Tarrin,Stephans,Sophomore,P,15,8,6,2,0,6,51.2,79,69,58,36,47,6.37,6,7.86,Rochester,3
8,Kjerstin,Hansen,Freshman,,20,15,11,5,0,12,93,117,60,54,20,56,4.22,7,4.06,St. Cloud Tech,3
23,Kamille,Dougherty,Sophomore,P/IF,20,18,15,4,0,10,89.2,90,56,51,33,87,6.79,14,3.98,St. Cloud Tech,3
18,Kenzie,Olene,Sophomore,P,18,10,6,2,1,6,59.1,81,47,34,9,64,7.55,6,4.01,St. Cloud Tech,3
25,Angelica,Uribe,Freshman,,13,8,0,5,0,3,44,97,129,80,54,21,3.34,5,12.73,Monroe College - Bronx,3
2,Emily,Velez,Freshman,P/UTL,12,9,0,6,0,4,39.1,102,125,68,55,33,5.87,8,12.1,Monroe College - Bronx,3
1,Hilda,Sanchez,Sophomore,P/UTL,6,5,0,5,0,4,26.1,54,61,45,28,13,3.46,2,11.96,Monroe College - Bronx,3
99,Gianna,Postiglione,Sophomore,P/1B/C,17,12,10,4,0,9,80,95,53,34,19,58,5.08,1,2.98,Suffolk County,3
7,Katelyn,Lysogorski,Sophomore,P/OF,14,9,3,4,0,3,50,68,46,37,14,20,2.8,6,5.18,Suffolk County,3
22,Ciara,Morales,Freshman,P/1B,12,7,3,3,0,1,35.1,59,55,41,21,21,4.16,4,8.12,Suffolk County,3
17,Katie,Buerkel,Sophomore,P/1B,9,4,3,2,0,1,25,26,17,11,9,35,9.8,1,3.08,Suffolk County,3
31,Amber,Locurto,P/INF,SO,15,12,0,6,0,9,55,136,130,45,20,7,0.89,7,5.73,Bergen,3
25,Kylah,Kosko,INF,FR,6,2,0,0,0,0,9.1,12,13,0,3,0,0,1,0,Bergen,3
4,Nikki,Cicchetti,INF/P,FR,2,2,0,0,0,0,1.1,9,19,18,11,1,5.25,0,94.5,Bergen,3
17,Mallory,Shevlin,Freshman,P,25,24,16,8,0,22,147.2,156,100,66,30,195,9.24,11,3.13,Brookdale,3
3,Gianna,Praet,Sophomore,P,23,21,17,4,0,20,131.1,113,56,29,48,155,8.26,5,1.55,Brookdale,3
18,Ainsley,Lees-Pratt,Freshman,P,19,1,4,8,0,0,71.2,148,123,82,46,25,2.44,0,8.01,Camden County,3
4,Mikayla,Corsey,Freshman,P,11,1,1,3,0,1,46.2,105,83,57,12,15,2.25,5,8.55,Camden County,3
10,Isabella,Sloat,Freshman,,7,0,0,2,1,0,20.1,27,31,18,26,18,6.2,0,6.2,Camden County,3
11,Amanda,Ober,Freshman,OF,6,0,0,0,0,0,6.2,33,39,32,12,4,4.2,0,33.6,Camden County,3
15,Kylie,Ryan,Freshman,C,1,0,0,0,0,0,3.1,7,7,6,7,2,4.2,0,12.6,Camden County,3
1,Samantha,Gruber,Sophomore,NA,21,19,7,11,0,16,109.2,200,152,110,52,118,7.53,3,7.02,Lehigh Carbon,3
88,Maddie,Beers,Sophomore,NA,5,3,0,3,0,1,12.2,34,29,20,7,2,1.11,1,11.05,Lehigh Carbon,3
7,Paige,Craddock,Freshman,NA,1,0,0,0,0,0,1,1,2,1,2,1,7,0,7,Lehigh Carbon,3
7,Summer,Ramirez,Freshman,IF/OF,18,1,7,7,0,1,88,124,91,39,20,26,2.07,7,3.1,Middlesex College,3
8,Marissa,Lugo,Freshman,P/IF,15,3,6,6,0,2,63.1,107,88,63,45,38,4.2,3,6.96,Middlesex College,3
21,Kaylen,Tavarez,Freshman,P/OF,2,0,0,1,0,0,8,21,20,16,4,9,7.88,1,14,Middlesex College,3
14,Aramie,Arroyo,Freshman,P,21,14,8,5,1,10,94,79,34,27,23,125,9.31,4,2.01,Northampton,3
12,Siera,Klingle,Sophomore,P/OF,13,10,5,1,0,5,51.1,54,32,22,10,47,6.41,2,3,Northampton,3
7,Reggie,Bangcoro,Sophomore,P/UTL,9,7,6,0,0,3,39.1,34,24,12,18,36,6.41,0,2.14,Northampton,3
2,Theresa,Luongo,Freshman,P/IF,14,4,2,5,2,1,34.1,43,35,26,12,35,7.14,1,5.3,Northampton,3
8,Jillian,Reed,Freshman,P/SS,1,0,1,0,0,0,3.1,2,0,0,0,1,2.1,0,0,Northampton,3
3,Bridget,Pavelko,Sophomore,P/UTL,1,1,0,0,0,0,0,1,2,2,1,0,0,0,Inf,Northampton,3
25,Karly,Smaniotto,Freshman,,26,12,4,3,0,10,115.2,188,105,76,10,33,2,2,4.6,RCSJ Cumberland,3
23,Ashley,Brag,Freshman,,16,6,4,2,0,2,49.2,108,78,61,20,13,1.83,1,8.6,RCSJ Cumberland,3
27,Bailey,Pennino,Sophomore,P,8,6,4,2,0,5,39.2,43,31,24,12,35,6.18,3,4.24,RCSJ Cumberland,3
6,Sayde,Nichols,Sophomore,IF,3,2,0,0,0,0,9.1,13,11,11,6,6,4.5,0,8.25,RCSJ Cumberland,3
15,Gemma,Galloway,Freshman,P,33,27,24,6,1,24,166.1,181,89,69,36,133,5.6,9,2.9,RCSJ Gloucester,3
19,Janiece,Robles,Sophomore,P,28,24,14,6,2,18,148,216,95,71,21,78,3.69,14,3.36,RCSJ Gloucester,3
30,Emily,Adams,Freshman,P,3,3,1,2,0,2,14.2,30,22,15,3,6,2.86,6,7.16,RCSJ Gloucester,3
18,Sydney,Grifone,Freshman,P/UTL,27,27,16,11,0,25,157,154,124,80,76,122,5.44,4,3.57,Sussex County,3
1,Raeann,Teague,Sophomore,P/3B,3,3,1,1,0,3,16,18,25,11,17,8,3.5,1,4.81,Sussex County,3
27,Erykka,Leeman,Freshman,IF/UTL,2,0,0,0,0,0,4,10,10,6,7,0,0,0,10.5,Sussex County,3
32,Marra,Patton,Freshman,P/1B,18,10,8,3,1,6,56,55,46,36,15,77,9.63,4,4.5,Butler County,3
10,Kristen,Woolstrum,Sophomore,P/2B,11,8,4,1,0,1,41,51,45,43,24,47,8.02,0,7.34,Butler County,3
99,Meiah,Croyle,Freshman,P/U,6,2,2,1,0,0,15,23,17,15,5,19,8.87,1,7,Butler County,3
29,Amanda,Dailey,Sophomore,SS/OF,3,0,0,0,0,0,3,5,4,4,1,1,2.33,0,9.33,Butler County,3
21,Bailey,Rickenbrode,Sophomore,3B/P,1,0,0,0,0,0,1,1,0,0,1,2,14,0,0,Butler County,3
24,Jenna,Serafin,Freshman,P/IF,3,3,3,0,0,2,15,8,4,2,3,22,10.27,0,0.93,Pennsylvania Highlands,3
13,Lauryn,Calhoun,Sophomore,P/IF,2,2,2,0,0,2,10,7,3,2,3,8,5.6,0,1.4,Pennsylvania Highlands,3
23,Olivia,Weyandt,Freshman,Utility,1,0,0,0,0,0,2,1,3,1,2,4,14,0,3.5,Pennsylvania Highlands,3
22,Victoria,Butler,Freshman,P/1b,12,9,6,4,0,8,54,75,61,42,27,21,2.72,1,5.44,Rhode Island,3
21,Samantha,Marsella,Sophomore,P/utl,9,5,5,1,0,4,35.2,41,25,21,9,13,2.55,2,4.12,Rhode Island,3
7,Casey,Regine,Sophomore,,6,6,2,3,0,2,30.1,54,51,42,29,19,4.38,1,9.69,Rhode Island,3
